created_at,mint,symbol,refusal_reason,token_peak,token_label,inflow,trigger_mult,signature
2026-07-25 04:46:16.360639+00,NXkqfX2EcxJCDz6GPrJQM2j3uKVHn9pKWhNAfyPDUZu,TRUMP2028,"inflow 1.11× below the 1.2× floor — sub-envelope crowd-pass ran −$0.81/t at size (F3 floor, ratified; paper probes it)",4.907,winner,1.110,1.230,BASE
2026-07-25 05:01:55.776583+00,EMn1DUP9s2oDf9prhXpe6NGTq93shJYdGziLks8utceQ,DOWN,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.351,rug,1.099,1.203,RUG_RISK
2026-07-25 05:12:59.256556+00,JDfK5g72BfyfmwrrH4TuiQsUj5Z8HV3qHVXGwtAdpump,famousdev,"trigger 1.88× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",2.855,winner,1.409,1.884,BASE
2026-07-25 05:23:24.795792+00,7LiEf18TefK7XWSw9TPFqj5YGFUJbYQT8xB2TmMqpump,Mao,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.339,rug,1.126,1.238,RUG_RISK
2026-07-25 05:35:16.027622+00,FcA5SQZDow3wPS2dQpvGBZgZsE2D3S5oQEbHzmA58L2y,Mymo,pool 2302 below the 8000 depth floor — no exit at size,2.001,winner,1.415,2.001,MOON_STEADY
2026-07-25 05:44:02.752882+00,AWwtgogaAuNgpvx2GJQrxDN4uc2DV1tCdXY24vrnRXS8,TRUMP2028,"trigger 1.70× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",6.112,winner,1.303,1.697,MOON_STEADY
2026-07-25 05:46:36.043702+00,6tV7qrMaezi7TkYMrz1p7LKBwbF6891sL279aQYza3jc,LIMBOTHY,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),4.300,winner,1.310,1.621,RUG_RISK
2026-07-25 05:47:15.372379+00,CfjvGkwWJEMhjniXxJoM3YFtusLssy6vS4gUA7j4pump,Vladimir,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.457,winner,1.168,1.314,RUG_RISK
2026-07-25 05:49:04.741151+00,X6cJ7fz4sazS3aTFAWy6WMd5oHZBvZpmW8HZux8aoRm,Vladimir,pool 1957 below the 8000 depth floor — no exit at size,2.249,winner,1.203,1.448,MOON_FAST
2026-07-25 05:52:27.60014+00,MMqRJVJWun8VZvFuHWHy8WX16GedKMnxgKcRuKFA3cj,Vladimir,clone wave: Vladimir rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),4.899,winner,1.127,1.270,BASE
2026-07-25 05:54:07.775171+00,AGtPUL8xKKe4SnfHLpgAbmuWS3yeWFQ12cGtvaAGsahi,RAKO,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.478,rug,1.175,1.314,RUG_RISK
2026-07-25 05:59:59.932565+00,DmTzRTRa9GHqPaJSEHvjXYBPVuJ7uiDtt5ctxz9kpump,MOONSTER,inflow 1.13× below the 1.15× band (71% vs 45% win),2.097,winner,1.128,1.240,BASE
2026-07-25 06:03:55.788531+00,GhfYrwGEhJnU2YBxDyjVMzohqrMa9WoicJnELVm7LBoH,FSR,"trigger 1.81× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",3.455,winner,1.344,1.807,BASE
2026-07-25 06:08:00.388202+00,GsEtug6YrWuDQEGP8FDf4rdgyXTGhtXZ2SY9MMkNCHG1,FSR,"trigger 1.90× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",3.670,winner,1.385,1.899,RISER
2026-07-25 06:08:00.590623+00,2GZw5My2zTP6gw7WTVwXnh4qifX4ATXUjfDr9zc8z9gp,worm,clone wave: worm rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),1.785,rug,1.162,1.337,BASE
2026-07-25 06:09:58.794775+00,6XMbHzVncdyJ3doNyQDfvYgAhab5Rivv4hHd5nRTDQ8U,worm,pool 2102 below the 8000 depth floor — no exit at size,10.380,winner,1.274,1.622,MOON_FAST
2026-07-25 06:15:16.389854+00,3uXrKahFncwc2zBHi9cTZP5NjhAgZiZRbNsXafYUpump,qworm,"trigger 1.97× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",2.086,winner,1.454,1.967,RUG_RISK
2026-07-25 06:15:16.648506+00,5Y9BgdvTQrJkrx8bkXQ7RAFQS8cvamJgufSjBUKrpump,MOONSTER,BASE — regime gate: 8h paper 1.1% on 31 — benched (hysteresis holds),5.017,winner,1.135,1.257,BASE
2026-07-25 06:16:07.571512+00,55cJoLWC8GWZK52LZZqcnDorb7MxncMPuJ6chvDG868M,worm,clone wave: worm rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),2.973,winner,1.331,1.772,RISER
2026-07-25 06:18:15.024991+00,CPPcfZRBGBZ5SujuozPiCCLjdyrgMC3BUwK6Zh7DbEDX,Mymo,pool 2201 below the 8000 depth floor — no exit at size,1.520,rug,1.233,1.520,MOON_FAST
2026-07-25 06:18:37.673211+00,3aQE3HUtnuAvurAsN4G4jPWaDn8bo1kDM89eHaeYDWP9,worm,clone wave: worm rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),4.063,winner,1.365,1.836,BASE
2026-07-25 06:33:43.989811+00,GzsFvTEiZQXjoqAsJsU7uyjTuhsWZgHf9shxmnefPhgU,GGoF,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.454,rug,1.166,1.360,RUG_RISK
2026-07-25 07:16:14.761899+00,67r7Q7mywxA4krDvkZXJmJwc7AbmpkdcJqtk4jzXgNm3,NODFATHER,clone wave: NODFATHER rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),1.477,rug,1.097,1.204,BASE
2026-07-25 07:24:26.792602+00,GzJF25iCVHpoyiH37Wx2anAmFCyQt6s4SDzjuU6hYCso,NODFATHER,clone wave: NODFATHER rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),2.472,winner,1.134,1.285,BASE
2026-07-25 07:33:24.006855+00,FEY6Kj8A9THfgb7Guagf5C2sq9xuK5v6oFbUXCTp26Yf,WORM,entry retry refused — price ran >10% since first quote (chase guard),4.366,winner,1.105,1.223,MOON_SLOW
2026-07-25 07:40:09.976314+00,CtjzA9xENdDwFNh64BG5MtUyz4AV5hVA4LZtjt4x1cXr,peacedog,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.507,rug,1.102,1.214,RUG_RISK
2026-07-25 07:48:34.668813+00,867wjVko7Px3RLEfqWiepR8Vkz57qUQf2xay9CgJDtVD,Neo,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),3.462,winner,1.100,1.211,RUG_RISK
2026-07-25 07:55:32.397733+00,92gbovdY9UQvNuZz97n8vtymM46rYfUCYJY66jJmCpty,RUSS,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.901,winner,1.102,1.215,RUG_RISK
2026-07-25 08:10:37.600346+00,HbMtDkdwHoqoYd1LQY7TPLjxDwVcQjRSyq5ExpkLaz6b,WORM,"trigger 1.94× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",3.544,winner,1.393,1.939,RISER
2026-07-25 08:30:53.049582+00,EGJgnemmyr72H4R456pxoUkcPYnvsZejJng5kpq5RM4z,RUSS,"trigger 1.99× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",7.616,winner,1.410,1.987,RISER
2026-07-25 08:46:25.406819+00,EM9REJBzkfN8vSUD5AbxvRLSDKFDCdsJxZkXk6gCXTx3,COIN,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.606,rug,1.109,1.229,RUG_RISK
2026-07-25 08:49:42.982277+00,4mJ27BWS7aHgqkdi3bNoP2yAUGaj7turbu3XxtNp6Dd4,DEER,clone wave: DEER rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),17.704,winner,1.152,1.327,BASE
2026-07-25 08:52:01.119509+00,CgXbBsmfCF7rWD53y7uE5zZ1qSA8GbGkvsQV1p68jvQC,DEER,clone wave: DEER rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),5.631,winner,1.156,1.336,RUG_RISK
2026-07-25 09:17:29.888866+00,BfSwhzQgR6GMSmgfsbKoEhziifdo3CfFcefiZKwNTFUN,RUSS,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.693,winner,1.151,1.324,RUG_RISK
2026-07-25 09:28:57.604976+00,GZoJLCjHhuSzTrNmhxo2BEaE3qyzYegf6SW8nAroy68S,BIGBOBO,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),30.436,winner,1.344,1.808,RUG_RISK
2026-07-25 09:44:21.716013+00,GJwwRi8dZysqunak2hbqvZYg93se1LQABF48aCTVdsHX,Buck,RISER — regime gate: 8h paper -10.8% on 17 — benched,15.417,winner,1.157,1.337,RISER
2026-07-25 09:51:55.65267+00,716ZyZdCMrG4LBZ7i5bMaA8zEZk7sLx8CHktywvmcXnk,Zero,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),30.969,winner,1.396,1.948,RUG_RISK
2026-07-25 10:05:52.433088+00,FBbuEwK75359FCnPUhpWkmkq9mmd9pdQ7KgxPh9hQRYH,Kun,"trigger 1.74× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",9.113,winner,1.337,1.736,MOON_STEADY
2026-07-25 10:11:22.653466+00,35aL4cCzErPkjuMn7nNGxQbYayzLvS3ii6ozY9Pupump,HIP,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.334,rug,1.117,1.216,RUG_RISK
2026-07-25 10:20:12.837404+00,Ad4FJptknXNWn8CfFNoHeBybNJYik4NkTvTsoo8Spump,BOSS,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),4.245,winner,1.254,1.513,RUG_RISK
2026-07-25 10:20:17.384698+00,3peKNa4AJkmxQwU1RtWTYy1jizQG8WnmPieYXbCJuuSh,HIP,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.189,winner,1.099,1.201,RUG_RISK
2026-07-25 10:40:51.656572+00,6FCURJ9pTZWqwPsVGXPezK3Pu4C5KP5d6jBYdAS3zhvH,RUSS,"trigger 1.92× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",6.945,winner,1.386,1.923,MOON_STEADY
2026-07-25 10:55:13.74121+00,BDtrAP8qTHJ7QUc19V8b2hSH6KQaXQtoMRwd9CNJDfAo,TRUMP2028,"trigger 1.72× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",4.206,winner,1.313,1.720,RISER
2026-07-25 11:05:11.739455+00,J7di3Ze8FazkmUeZXh4ceuUBVB5WJYEf2cRdxAWLpump,PVE,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.295,rug,1.114,1.212,RUG_RISK
2026-07-25 11:17:11.97401+00,9CNnCgBUJATLypLuyGA4cB2r8sdbQmR16fQLcB7L6SJw,Jimothy,"trigger 1.74× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",3.225,winner,1.320,1.744,RUG_RISK
2026-07-25 11:36:06.19089+00,2FekCNX34qq14iea1xBBasUQuS2sLVijrTqBN9FiyP9S,DOLLS,"trigger 2.05× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",8.191,winner,1.430,2.047,BASE
2026-07-25 11:47:27.300532+00,jZxm8SjfUwhhVEkUJhqXijTxMj2sUzaVZjxfnyjpump,Yenai,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.472,rug,1.201,1.389,RUG_RISK
2026-07-25 11:59:26.244684+00,3E7huUAG54Jb8N3pa2iTpv8QhhKiCRkJZbg2wbzwpump,TRULL,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.453,rug,1.116,1.215,RUG_RISK
2026-07-25 12:35:08.147378+00,9nNUrzvJtxaSUvawtKe7frE7Qqk6wviULYqNqVvk2U96,Jacob,"inflow 1.20× below the 1.2× floor — sub-envelope crowd-pass ran −$0.81/t at size (F3 floor, ratified; paper probes it)",12.288,winner,1.196,1.431,RISER
2026-07-25 12:35:17.650798+00,2akFxneJF4LBb95BywtD1UZSE3goehiVxyFBKt3vApMj,Jacob,clone wave: Jacob rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),5.714,winner,1.115,1.244,MOON_STEADY
2026-07-25 12:35:53.3683+00,FyFBfp7ncCYLi6TxdcyG9YZULL72dvx7fPZcUEnepump,RACCTARD,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),4.053,winner,1.462,1.992,RUG_RISK
2026-07-25 12:52:13.722147+00,6xFrD7A44sUJZJUXE37Cs47xqz68XNgQ2wZDRdahDSWS,Rex,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.425,rug,1.149,1.320,RUG_RISK
2026-07-25 12:55:51.336969+00,CmEkMPWPr5Mcj2siLLeju9Qy1RUCQggnsG4ekLNyCEiH,Huss,live_kill engaged,10.126,winner,1.224,1.496,BASE
2026-07-25 12:59:02.916502+00,An5vWHduMaAqRZ21jTVez3jJB2Ps6hxHQ3KVtCJotV67,JACOB,live_kill engaged,4.812,winner,1.213,1.471,RISER
2026-07-25 12:59:05.246919+00,AnRFnUbPqukHucx8Z5sVhdcZgmD3g6TPnHGUPyV76pCg,Peaceinu,live_kill engaged,2.547,winner,1.113,1.237,RISER
2026-07-25 13:01:22.709517+00,3Hf1qrEnKHYYEJVWZ44hbCbwX86SxwWpeWmm4VwZheiN,JACOB,"trigger 1.79× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",4.341,winner,1.338,1.790,RISER
2026-07-25 13:15:02.394207+00,GujVLBXsMg4SBd4KtV4vMKQommcNNjgamykB1ZtunYkb,Jacob,pool 1967 below the 2500 depth floor (smart-money floor) — no exit at size,5.945,winner,1.164,1.356,MOON_FAST
2026-07-25 13:18:20.134271+00,8SwtvHiEA8VLq2QCevzGY3LmZTsexdrkSrMoK2tVCNu9,Slap,pool 2110 below the 2500 depth floor (smart-money floor) — no exit at size,2.783,winner,1.388,1.927,MOON_SLOW
2026-07-25 13:18:51.09664+00,Av788D1rRWWCzRYw8MdSJ3FNFzJzgzoq75GQJnbDz6cW,MANIFEST,pool 1965 below the 8000 depth floor — no exit at size,2.596,winner,1.206,1.454,MOON_STEADY
2026-07-25 13:22:03.826664+00,9RpoEQn6MREkcw5cnaMJJv78hUQZgzBz6j3iKimSRbK3,Slap,clone wave: Slap rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),1.578,dud,1.118,1.248,RUG_RISK
2026-07-25 13:45:35.761419+00,3QuyhB2c8LDSt4jbt6X6cfyu9oY6cREJNWhcKyeRnKnD,Fine,"trigger 1.75× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",4.769,winner,1.322,1.747,MOON_STEADY
2026-07-25 13:46:27.726071+00,Ak1ghBiJgPezBFTrSbBhdRhHfx7fPohXDbHpxnktUSX5,Fine,"trigger 2.03× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",14.457,winner,1.424,2.029,BASE
2026-07-25 13:46:28.406174+00,2gb4YdGMMBW45bu6zgJ7LTH8FohNbZPEDHA5eLfndDtD,MemeBank,live_kill engaged,3.997,winner,1.252,1.566,RUG_RISK
2026-07-25 13:47:18.996596+00,HdHHc3BM5RLV6GnvBdPxXRsftUywpcLsmF64EjYRi6nc,Fine,live_kill engaged,2.736,winner,1.214,1.473,BASE
2026-07-25 13:56:12.24317+00,8jYXubJv7aj5K58ntAQJ5MdtWdW7cKmhtfJULq7LjEM1,sharkdog,pool 1927 below the 8000 depth floor — no exit at size,2.016,winner,1.169,1.368,MOON_SLOW
2026-07-25 14:00:11.442886+00,35zamRRpMCsKAJ9C7oUCs2eKQt5zi9GxqoRQSKPWNxQf,Fine,"trigger 1.98× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",13.336,winner,1.408,1.984,BASE
2026-07-25 14:14:51.88678+00,GhP8xRKwakwbeGYDF95fJMEeEz7V3QNrM1y1dbkbf5uT,Fine,pool 2225 below the 8000 depth floor — no exit at size,1.883,rug,1.372,1.883,RUG_RISK
2026-07-25 14:18:41.769397+00,9Lua93QysHFz6Qni12T8gW7Z4XmWx9oy7qW1wg4ipump,Bullsey,BASE — regime gate: 8h paper 1.1% on 20 — benched (hysteresis holds),1.306,dud,1.143,1.284,BASE
2026-07-25 14:19:36.268479+00,5zJYwCRZaWm8yk6g7P3Z8swMuPXBMy8U44uNETK79GyL,sharkdog,pool 2168 below the 8000 depth floor — no exit at size,11.167,winner,1.319,1.740,MOON_STEADY
2026-07-25 14:22:07.329834+00,Gks6ifLCeeLRRc6LHgC8CspwyBPjd6WRRRgZKUufEMGK,Phoenix,live_kill engaged,2.038,winner,1.267,1.633,MOON_STEADY
2026-07-25 14:24:35.583916+00,144CoJQ6wpRSJDSRGxmpEA2fwqW74zaaZJs5R4BHK7br,Phoenix,clone wave: Phoenix rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),1.984,rug,1.156,1.337,MOON_STEADY
2026-07-25 14:37:22.261136+00,AUAaog2zrC3LkooA1r3DT71Pq9kxj5QqKxf74TqwCJ2o,Phoenix,clone wave: Phoenix rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),15.813,winner,1.258,1.583,BASE
2026-07-25 14:41:50.392636+00,rUoZgUz79gy83phX2eagB8jVZV21pEgDTNKuLaMpump,KISSME,BASE — regime gate: 8h paper 2.3% on 20 — benched (hysteresis holds),6.921,winner,1.104,1.203,BASE
2026-07-25 14:43:00.034066+00,CE816UXMGFQGK3J53rmrWDNv832eaffNJQJPtE99yzre,GEMINAUTS,live_kill engaged,4.653,winner,1.210,1.465,BASE
2026-07-25 14:44:41.222026+00,9xm64ybT2FSQs1TQNVGpxmpxdw6HeNZ83u2FeqvwFHxz,sharkdog,MOON_STEADY — regime gate: 8h paper -11.2% on 13 — benched,2.381,winner,1.181,1.396,MOON_STEADY
2026-07-25 14:46:01.445226+00,AJKAByd1w849DrRTWLDeeAS9hWjMzQQscohhfvqYPsHb,Laila,live_kill engaged,2.413,winner,1.291,1.641,RUG_RISK
2026-07-25 14:46:05.012974+00,5m188fBrQGqG6JRAbyocmEU3ii8BQynv5bbcZ78rRF9D,GEMINAUTS,live_kill engaged,4.082,winner,1.222,1.493,RISER
2026-07-25 14:47:42.962351+00,HfYwUKETgzTXu37fSufGRNCfsyQoepwH9QtdnvaDohy6,GEMINAUTS,live_kill engaged,2.457,winner,1.136,1.290,RUG_RISK
2026-07-25 14:49:23.457154+00,AHtCSdaPJ5JzbrJHXJfm6xi8iojvMRhuNCxmV9uAMp6W,Phoenix,clone wave: Phoenix rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),3.916,winner,1.184,1.406,BASE
2026-07-25 14:54:05.540851+00,7phLgJkk3UC5jKdSTd4bSwzK6cUWVrqkE3jCznVEyns5,Laila,clone wave: Laila rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),3.506,winner,1.286,1.641,RUG_RISK
2026-07-25 14:58:15.269546+00,AhcjNhaHfzU7KyBipozmrvF3nMZDjS5kN3ARcTspump,ENROLLED,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),3.050,winner,1.169,1.321,RUG_RISK
2026-07-25 14:58:34.390862+00,CD9pA8Goqk7Sz5WUvgzWPay1sePPqWVJE7DcSx1RMmZ2,TRUMP2028,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.076,winner,1.327,1.761,RUG_RISK
2026-07-25 14:59:53.678152+00,stGUWTXx5gcULWn5JwvCNuBmi2fg2BVHvUwhHEvpump,geminaut,live_kill engaged,1.767,rug,1.107,1.201,RUG_RISK
2026-07-25 15:02:24.046608+00,5tcKvxPBRDNr34UFMHoiU7sWW3JrT47ZeEULvqwPvJZz,TRUMP2028,MOON_STEADY — regime gate: 8h paper -13.1% on 14 — benched,4.032,winner,1.412,2.000,MOON_STEADY
2026-07-25 15:09:55.255965+00,4Xx6wH1vrwhK8MexXEmL4VzbA1kxxSpLLYFGUG2dAM1Z,FLOCK,"trigger 1.83× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",14.859,winner,1.351,1.828,BASE
2026-07-25 15:12:18.413843+00,HcJ2Anis1tmBoAc4HhjD7ZHiMm8BjnM4vcNSttkMd5yg,KISSME,live_kill engaged,8.365,winner,1.101,1.208,BASE
2026-07-25 15:15:55.861308+00,FXHDCbjUgKUr9FMZFCXgUVPXur231v6ZUEDyDhDEDdB3,FLOCK,live_kill engaged,2.237,winner,1.187,1.406,RISER
2026-07-25 15:29:44.103224+00,81yXMSUGEyQYfPkSjr1zaUU8H6h7dv3VLDT3HhZyLxHs,giraffedog,live_kill engaged,5.759,winner,1.205,1.454,BASE
2026-07-25 15:30:09.128727+00,DVee9B1Ja8pRWRLLruUAaN4Q7zHMh1x5CzdFat98iYv,WIF,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),3.805,winner,1.121,1.229,RUG_RISK
2026-07-25 15:33:22.889382+00,XsANsBqEwh2ztRmtfvVFJpcTTPDAMnPwaaUXcyp4mPs,giraffedog,live_kill engaged,7.469,winner,1.172,1.374,RUG_RISK
2026-07-25 15:34:19.594423+00,Gfma54DqyG2ePQGEMHvbquNt99RnheeE7E4v1oeSgsdt,Canaduh,live_kill engaged,8.342,winner,1.100,1.211,RUG_RISK
2026-07-25 15:39:14.080748+00,EGpgwH4WewSZtrSzn7dywYPqnWmLiUaXaQJaMbRWsiK,GOOGLE,live_kill engaged,1.213,rug,1.097,1.202,RISER
2026-07-25 15:39:17.756424+00,9GafK9tkGo7N5LVzXZjgmkXp1vJusGuPP9itt3Xy4E3j,Meowcoin,live_kill engaged,3.471,winner,1.193,1.394,RUG_RISK
2026-07-25 15:39:28.535606+00,2Kee2PrxoA6b2PvtqBx3carmVZHRE9zNkzHrxrK52JRE,sharkdog,pool 1990 below the 8000 depth floor — no exit at size,1.569,rug,1.160,1.346,MOON_SLOW
2026-07-25 15:45:11.382114+00,FYZ78SHwmmEcg9a8dGVTmNbJJHtk7CUeWGvKrLfwyMe3,CXMT,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.578,winner,1.099,1.207,RUG_RISK
2026-07-25 15:47:18.396841+00,HXt8QwTDpBw9PT7rgTdfQ96K3MxeKJgD8oNYB1CwHjh2,Meowcoin,live_kill engaged,2.705,winner,1.202,1.444,BASE
2026-07-25 15:47:21.872622+00,9JoSggj8koHdszD8ERs9ggnsDd18ExDNPYxczvtbYqVs,MrsBeast,live_kill engaged,2.649,winner,1.158,1.341,RUG_RISK
2026-07-25 15:48:08.974474+00,B3nBDft1D1Df5BEvG7svomLJoa7BYEga3C61pkFW77nJ,Meowcoin,live_kill engaged,4.394,winner,1.142,1.305,MOON_SLOW
2026-07-25 15:51:21.833162+00,7CWtea1BdoY9p4zSbhyTjJueXomQojRAudbAaTgoAo8c,Meowl,live_kill engaged,2.150,winner,1.283,1.645,RISER
2026-07-25 15:52:12.31946+00,4hEAQ1CYTWEWWBtZ4D5Jfavvr4obBZG89Wf4icxqAMtd,Meowcoin,live_kill engaged,2.641,winner,1.226,1.501,RISER
2026-07-25 15:52:39.679186+00,8dZxa58K13cF5ZAmgy8ToHehLXAVu9NjujBX3TPrpump,MECHASTALIN,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),4.804,winner,1.454,1.944,RUG_RISK
2026-07-25 15:57:16.562735+00,5zhjQ2LPXX6ANszTY3CfXoHp9JAenQrRLA6wT2YSpump,Bombeiros,RISER — regime gate: 8h paper -0.9% on 16 — benched (hysteresis holds),1.444,rug,1.178,1.336,RISER
2026-07-25 15:58:42.750249+00,EhnwQgfuPYyKyByzmeJRZayV6h97qLSmwcVDijrTpump,MECHASTALIN,"trigger 1.77× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",4.905,winner,1.375,1.768,MOON_STEADY
2026-07-25 15:58:53.479288+00,4C85nwtGsxd4nL8ApM5hzF3PY1Tj9ZZ5uBWfnBD2YnDa,MECHASTALN,live_kill engaged,8.691,winner,1.131,1.281,MOON_STEADY
2026-07-25 15:59:43.908332+00,Cp2QVmo9nGEw4wPCBE9vViNXrwSZzZ6QQkPHGpSZy9vz,MECHASTLIN,live_kill engaged,3.229,winner,1.156,1.315,BASE
2026-07-25 16:03:49.746028+00,7rupUj1a9tcGZfqowhAgm624B9SAjzC4aRNtTeDEK2Jj,MCHASTALIN,"trigger 1.98× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",15.346,winner,1.407,1.978,BASE
2026-07-25 16:07:08.186664+00,Ez1vgBR3ZrR5pYV67A2FbbnReC5jJHpRRCvZu3znpump,PEPECOON,"inflow 1.15× below the 1.2× floor — sub-envelope crowd-pass ran −$0.81/t at size (F3 floor, ratified; paper probes it)",4.554,winner,1.148,1.281,BASE
2026-07-25 16:07:51.335943+00,Dh1XDJo7hW67PqsfsLWM4m4Yxg5NMuyr1BhwUFiNxafw,APOLUNE,live_kill engaged,3.435,winner,1.155,1.329,RUG_RISK
2026-07-25 16:14:34.611156+00,Crh8wGXmVdPsuza8Bd5id4Uf1NJo539xBqVmfoCvd4dc,MrBist,"trigger 1.79× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",1.788,rug,1.345,1.788,MOON_FAST
2026-07-25 16:15:58.279833+00,DEh77Dy1WBFhokBwZQeiGr9t4ZH6tVFpuPBKG3H7rqBQ,MECHASTALI,live_kill engaged,14.325,winner,1.226,1.503,RISER
2026-07-25 16:21:00.870256+00,AKkL17cyvaopTowZS38oShiJgsDLg7HbafxRsceRqDqj,Milani,live_kill engaged,1.820,dud,1.139,1.298,RISER
2026-07-25 16:21:07.023072+00,H1EujRxpN9QAZCZJYEM6BrLfYxzyg7FEoQPPmo7aZ6nJ,sharkdog,pool 2165 below the 8000 depth floor — no exit at size,2.066,winner,1.304,1.703,RUG_RISK
2026-07-25 16:24:33.262497+00,9sU56eee4Y6qTNLBDJnJvtGmYjohZb3yA41ujGBJaXmG,CXMT,live_kill engaged,1.307,dud,1.127,1.234,RUG_RISK
2026-07-25 16:25:51.815194+00,DNz343aFqJbmUsHfQdzoiyatxwa1XgRxgDo8cKc1J6nv,MECHACOIN,live_kill engaged,4.312,winner,1.119,1.253,BASE
2026-07-25 16:26:49.298217+00,GDy6KaQv64UckYkArk33hgRJo1gDsYVeEtKx6daRpump,Ansemwif,"trigger 1.81× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",2.119,winner,1.393,1.813,RUG_RISK
2026-07-25 16:31:32.961183+00,BqXw7CEB4MgQymYk2dtzjwGojRQxWnqUG19qZaHq8XdG,MECHASTAL,live_kill engaged,4.004,winner,1.135,1.287,BASE
2026-07-25 16:31:46.996658+00,EsyDJi7cp2LWWSLe9EABfDwaQNVPPxE3cwkwuUmdaCUH,MECHACOIN,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.042,winner,1.116,1.244,RUG_RISK
